name,Tel,region,address,class,longitude,latitude,name_pinyin,address_pinyin,region_pinyin
九眼楼生态长城展示区,60186019,渤海镇/慕田峪长城,四海镇石窑村,Acient Ruins,116.491074,40.491745,jiu yan lou sheng tai chang cheng zhan shi qu,si hai zhen shi yao cun,bo hai zhen / mu tian yu chang cheng
居庸关长城,60761005;69771665,居庸关长城,南口镇居庸关村,Historical Building,116.073051,40.291023,ju yong guan chang cheng,nan kou zhen ju yong guan cun,ju yong guan chang cheng
可园,183****1301,地安门,帽儿胡同7-13号(南锣鼓巷地铁站E西北口步行400米),Natural Scenery,116.401894,39.936516,ke yuan,mao er hu tong 7 - 13 hao ( nan luo gu xiang di tie zhan E xi bei kou bu xing 400 mi ),di an men
敕赐和平寺,69778491,昌平区,南口镇花塔村,Religion,116.064766,40.223297,chi si he ping si,nan kou zhen hua ta cun,chang ping qu
黎元洪故居,,王府井/东单,王府井大街27号,Memorial Hall,116.410568,39.922607,li yuan hong gu ju,wang fu jing da jie 27 hao,wang fu jing / dong dan
牛街礼拜寺,63532564,牛街,牛街18号,Religion,116.364594,39.885674,niu jie li bai si,niu jie 18 hao,niu jie
礼亲王府,,西四,西城根南街9号（近西安门）,Historical Building,116.37645,39.920647,li qin wang fu,xi cheng gen nan jie 9 hao （ jin xi an men ）,xi si
李大钊烈士陵园,62591044,香山/植物园,香山万安里1号,Cemetery,116.231453,39.981068,li da zhao lie shi ling yuan,xiang shan wan an li 1 hao,xiang shan / zhi wu yuan
历代帝王庙博物馆,66517739,阜成门,新街口街道阜成门内大街131号,Religion,116.367355,39.924026,li dai di wang miao bo wu guan,xin jie kou jie dao fu cheng men nei da jie 131 hao,fu cheng men
濂泉响谷,61611740,渤海镇/慕田峪长城,八道河乡八道河村,Natural Scenery,116.57502,40.495392,lian quan xiang gu,ba dao he xiang ba dao he cun,bo hai zhen / mu tian yu chang cheng
林白水故居,,虎坊桥,棉花巷2号（虎坊桥地铁站A西北口步行440米）,Former Residence of Celebrity,116.379417,39.890312,lin bai shui gu ju,mian hua xiang 2 hao （ hu fang qiao di tie zhan A xi bei kou bu xing 440 mi ）,hu fang qiao
龙泉峪长城,135****2020,黄花城水长城,龙泉峪4号,Historical Building,116.274261,40.409771,long quan yu chang cheng,long quan yu 4 hao,huang hua cheng shui chang cheng
吕祖宫,66068978,复兴门,顺城街15号,Religion,116.357254,39.912895,lv zu gong,shun cheng jie 15 hao,fu xing men
落坡岭风景区,51860409,门头沟区,109国道与大台路交叉口西北50米,Natural Scenery,115.981262,39.986881,luo po ling feng jing qu,109 guo dao yu da tai lu jiao cha kou xi bei 50 mi,men tou gou qu
茅盾故居,64040520,南锣鼓巷/鼓楼东大街,后圆恩寺胡同13号,Memorial Hall,116.404739,39.93861,mao dun gu ju,hou yuan en si hu tong 13 hao,nan luo gu xiang / gu lou dong da jie
梅兰芳纪念馆,83223598-8001,新街口,护国寺大街9号,Memorial Hall,116.379417,39.935562,mei lan fang ji nian guan,hu guo si da jie 9 hao,xin jie kou
黑龙潭风景区,61016289;61016295,密云区其他,密关路石城镇大关桥西侧,Natural Scenery,116.776405,40.565098,hei long tan feng jing qu,mi guan lu shi cheng zhen da guan qiao xi ce,mi yun qu qi ta
密云水库,69014489,密云区其他,琉辛路,Modern Building,116.957751,40.514187,mi yun shui ku,liu xin lu,mi yun qu qi ta
妙峰山风景名胜区,61882936;61882920,门头沟区,妙峰山镇涧沟村,Natural Scenery,116.026185,40.063017,miao feng shan feng jing ming sheng qu,miao feng shan zhen jian gou cun,men tou gou qu
明皇文化艺术馆,69747257,昌平镇,西关环岛西北侧,Exhibition Centre,116.213211,40.224319,ming huang wen hua yi zhu guan,xi guan huan dao xi bei ce,chang ping zhen
明十三陵,60761005,十三陵水库,昌赤路十三陵定陵,Acient Ruins,116.235741,40.280537,ming shi san ling,chang chi lu shi san ling ding ling,shi san ling shui ku
慕田峪长城,61626876;61626022,渤海镇/慕田峪长城,渤海镇怀黄路慕田峪环岛旁,Historical Building,116.565078,40.431632,mu tian yu chang cheng,bo hai zhen huai huang lu mu tian yu huan dao pang,bo hai zhen / mu tian yu chang cheng
那王府,86080641,安定门,宝钞胡同甲19号,Historical Building,116.398972,39.946522,na wang fu,bao chao hu tong jia 19 hao,an ding men
北京麋鹿生态实验中心,69280675,大兴区,鹿苑路(近旧忠路)南海子公园麋鹿苑内,Museum,116.457545,39.777035,bei jing mi lu sheng tai shi yan zhong xin,lu yuan lu ( jin jiu zhong lu ) nan hai zi gong yuan mi lu yuan nei,da xing qu
欧阳予倩故居,,东四,张自忠路甲5号（张自忠路地铁站A西北口步行240米）,Memorial Hall,116.413788,39.933884,ou yang yu qian gu ju,zhang zi zhong lu jia 5 hao （ zhang zi zhong lu di tie zhan A xi bei kou bu xing 240 mi ）,dong si
蒲洼狩猎场,61371400,房山区,西南深山区蒲洼乡芦子水村,Other Attractions/Side Trip,115.555328,39.764679,pu wa shou lie chang,xi nan shen shan qu pu wa xiang lu zi shui cun,fang shan qu
齐白石故居,,复兴门,跨车胡同13号,Former Residence of Celebrity,116.364166,39.914574,qi bai shi gu ju,kua che hu tong 13 hao,fu xing men
崇礼住宅,,东四,东四六条63-65号,Historical Building,116.419991,39.930378,chong li zhu zhai,dong si liu tiao 63 - 65 hao,dong si
庆王府,63443666,后海/什刹海,定阜街3号院,Historical Building,116.380745,39.935982,qing wang fu,ding fu jie 3 hao yuan,hou hai / shi cha hai
燃灯佛舍利塔,,新华大街,大成街临1号,Religion,116.665756,39.915611,ran deng fo she li ta,da cheng jie lin 1 hao,xin hua da jie
僧格林沁祠,,地安门,地安门东大街47号,Religion,116.407005,39.933685,seng ge lin qin ci,di an men dong da jie 47 hao,di an men
上方山云水洞,61315542,上方山国家森林公园,韩村河镇上方山水云洞,Natural Scenery,115.813812,39.667839,shang fang shan yun shui dong,han cun he zhen shang fang shan shui yun dong,shang fang shan guo jia sen lin gong yuan
京报馆,63152362;185****1925,虎坊桥,魏染胡同30号（虎坊桥地铁站A西北口步行410米）,Historical Building,116.380722,39.891064,jing bao guan,wei ran hu tong 30 hao （ hu fang qiao di tie zhan A xi bei kou bu xing 410 mi ）,hu fang qiao
圣莲山风景区,4008087179,房山区,史家营乡贾金路乡柳林水村,Natural Scenery,115.699615,39.841507,sheng lian shan feng jing qu,shi jia ying xiang jia jin lu xiang liu lin shui cun,fang shan qu
十渡风景名胜区,185****2413,十渡镇,十渡镇九渡大街9号,Natural Scenery,115.504501,39.658657,shi du feng jing ming sheng qu,shi du zhen jiu du da jie 9 hao,shi du zhen
石花洞,60312243;60312170,河北镇,河北镇南车营村石花洞路石花洞景区,Natural Scenery,115.946274,39.795734,shi hua dong,he bei zhen nan che ying cun shi hua dong lu shi hua dong jing qu,he bei zhen
水关长城,61118002,八达岭,石佛寺村（京藏高速水关长城出口处）,Historical Building,116.032066,40.343105,shui guan chang cheng,shi fo si cun （ jing cang gao su shui guan chang cheng chu kou chu ）,ba da ling
顺承郡王府,,西四,旧赵登禹路三十二号,Historical Building,116.363777,39.922951,shun cheng jun wang fu,jiu zhao deng yu lu san shi er hao,xi si
司马台长城,81009999;81008141,司马台长城,司马台村,Historical Building,117.287102,40.65786,si ma tai chang cheng,si ma tai cun,si ma tai chang cheng
宋庆龄故居,64044205;64015256,后海/什刹海,后海北沿46号,Former Residence of Celebrity,116.383072,39.945522,song qing ling gu ju,hou hai bei yan 46 hao,hou hai / shi cha hai
肃亲王府,,王府井/东单,正义路与东长安街交叉口南280米,Historical Building,116.407318,39.905342,su qin wang fu,zheng yi lu yu dong chang an jie jiao cha kou nan 280 mi,wang fu jing / dong dan
孙中山行馆,,地安门,张自忠路23号,Former Residence of Celebrity,116.410995,39.933914,sun zhong shan xing guan,zhang zi zhong lu 23 hao,di an men
谭嗣同故居,86553939,广内大街,牛街街道北半截胡同41号(近菜市口大街),Memorial Hall,116.374039,39.886436,tan si tong gu ju,niu jie jie dao bei ban jie hu tong 41 hao ( jin cai shi kou da jie ),guang nei da jie
潭柘寺景区,60861699;60863929,潭柘寺,潭柘寺风景区,Religion,116.030594,39.903419,tan zhe si jing qu,tan zhe si feng jing qu,tan zhe si
涛贝勒府,,后海/什刹海,柳荫街27号13中,Historical Building,116.384544,39.936951,tao bei le fu,liu yin jie 27 hao 13 zhong,hou hai / shi cha hai
桃源仙谷,61025667;61025309,密云区其他,石城镇南石城村,Natural Scenery,116.794136,40.541542,tao yuan xian gu,shi cheng zhen nan shi cheng cun,mi yun qu qi ta
田汉故居,,东四,细管胡同9号附近,Former Residence of Celebrity,116.41552,39.937164,tian han gu ju,xi guan hu tong 9 hao fu jin,dong si
团河行宫,61285872,黄村,团河路,Historical Building,116.378791,39.747578,tuan he xing gong,tuan he lu,huang cun
万松老人塔,,西四,西四砖塔胡同口南侧（西四肯德基对面）,Historical Building,116.373253,39.922096,wan song lao ren ta,xi si zhuan ta hu tong kou nan ce （ xi si ken de ji dui mian ）,xi si
文丞相祠,64014968,东四,府学胡同63号,Religion,116.410423,39.936062,wen cheng xiang ci,fu xue hu tong 63 hao,dong si
卧佛寺,82598771,香山/植物园,香山街道卧佛寺路北京植物园,Religion,116.207275,40.007477,wo fo si,xiang shan jie dao wo fo si lu bei jing zhi wu yuan,xiang shan / zhi wu yuan
西什库天主堂,66175198,西四,西什库大街33号,Religion,116.378777,39.925026,xi shi ku tian zhu tang,xi shi ku da jie 33 hao,xi si
贤良祠,,地安门,地安门西大街103号（东官房车站旁）,Religion,116.386902,39.933716,xian liang ci,di an men xi da jie 103 hao （ dong guan fang che zhan pang ）,di an men
辛亥滦州革命先烈纪念园,65824516,海淀区,温泉路北京老年医院内,Cemetery,116.165314,40.050629,xin hai luan zhou ge ming xian lie ji nian yuan,wen quan lu bei jing lao nian yi yuan nei,hai dian qu
徐悲鸿纪念馆,62276936,新街口,新街口北大街53号,Memorial Hall,116.371567,39.945068,xu bei hong ji nian guan,xin jie kou bei da jie 53 hao,xin jie kou
循郡王府,,安定门,安定门内大街方家胡同13-15号,Historical Building,116.414558,39.944405,xun jun wang fu,an ding men nei da jie fang jia hu tong 13 - 15 hao,an ding men
燕古长城遗址,,昌平区,长峪城登山步道西北侧90米,Acient Ruins,115.899078,40.217508,yan gu chang cheng yi zhi,chang yu cheng deng shan bu dao xi bei ce 90 mi,chang ping qu
阳台山自然风景区,62456816,海淀区,阳台山路北京市第四十七中学西侧,Natural Scenery,116.10553,40.068069,yang tai shan zi ran feng jing qu,yang tai shan lu bei jing shi di si shi qi zhong xue xi ce,hai dian qu
杨椒山祠,,宣武门,宣外大街达智桥12号,Religion,116.373177,39.896584,yang jiao shan ci,xuan wai da jie da zhi qiao 12 hao,xuan wu men
野鸭湖国家湿地公园,69131458,康庄,康庄镇刘浩营村,Natural Scenery,115.847504,40.413631,ye ya hu guo jia shi di gong yuan,kang zhuang zhen liu hao ying cun,kang zhuang
颐和园,62881144,颐和园,新建宫门路19号,Garden,116.281403,39.997612,yi he yuan,xin jian gong men lu 19 hao,yi he yuan
银狐洞,60363236,房山区,下英水村北一区49号,Natural Scenery,115.903481,39.798519,yin hu dong,xia ying shui cun bei yi qu 49 hao,fang shan qu
雍和宫,84191906;84191907,安定门,雍和宫大街28号,Historical Building,116.417313,39.947235,yong he gong,yong he gong da jie 28 hao,an ding men
于谦祠,,王府井/东单,西裱褙胡同甲23号（东单地铁站C东南口步行290米）,Religion,116.423264,39.907684,yu qian ci,xi biao bei hu tong jia 23 hao （ dong dan di tie zhan C dong nan kou bu xing 290 mi ）,wang fu jing / dong dan
元大都城垣遗址公园,84648252,安贞,对外经贸大学南门对面,Acient Ruins,116.40779,39.97583,yuan da du cheng yuan yi zhi gong yuan,dui wai jing mao da xue nan men dui mian,an zhen
圆明园遗址公园,82539566;62628501,颐和园,青龙桥街道清华西路28号（近地铁4号线圆明园站）,Acient Ruins,116.303329,40.006519,yuan ming yuan yi zhi gong yuan,qing long qiao jie dao qing hua xi lu 28 hao （ jin di tie 4 hao xian yuan ming yuan zhan ）,yi he yuan
袁崇焕墓和祠,67187057,广渠门内,本家润园C区东门,Religion,116.438087,39.895222,yuan chong huan mu he ci,ben jia run yuan C qu dong men,guang qu men nei
袁督师庙,,左安门,龙潭路8号龙潭公园内（西北角）,Religion,116.436836,39.880295,yuan du shi miao,long tan lu 8 hao long tan gong yuan nei （ xi bei jiao ）,zuo an men
月坛公园,68020940,月坛,月坛北街甲6号,Garden,116.352234,39.916424,yue tan gong yuan,yue tan bei jie jia 6 hao,yue tan
云居寺,61389612;61389604,云居滑雪场,大石窝镇水头村,Religion,115.775017,39.609077,yun ju si,da shi wo zhen shui tou cun,yun ju hua xue chang
斋堂城遗址,,爨底下村,斋堂村102309号,Acient Ruins,115.704788,39.977283,zhai tang cheng yi zhi,zhai tang cun 102309 hao,cuan di xia cun
斋堂水库,64823746,爨底下村,斋堂水库（109国道南300米）,Modern Building,115.675346,39.963058,zhai tang shui ku,zhai tang shui ku （ 109 guo dao nan 300 mi ）,cuan di xia cun
詹天佑纪念馆,69121006;69121516,八达岭,216省道八达岭旅游风景区内,Memorial Hall,116.006799,40.358429,zhan tian you ji nian guan,216 sheng dao ba da ling lv you feng jing qu nei,ba da ling
张恨水故居,,西四,砖塔胡同95号,Former Residence of Celebrity,116.367584,39.922291,zhang hen shui gu ju,zhuan ta hu tong 95 hao,xi si
张之洞故居,,地安门,白米斜街11号,Former Residence of Celebrity,116.395332,39.934837,zhang zhi dong gu ju,bai mi xie jie 11 hao,di an men
郑亲王府,,西单,大木仓胡同35号,Historical Building,116.370689,39.91206,zheng qin wang fu,da mu cang hu tong 35 hao,xi dan
中央广播电视塔,88416232;68450715,航天桥,西三环中路11号,Aerial View,116.307107,39.919074,zhong yang guang bo dian shi ta,xi san huan zhong lu 11 hao,hang tian qiao
朱彝尊故居,,宣武门,海柏胡同16号,Former Residence of Celebrity,116.378052,39.896626,zhu yi zun gu ju,hai bai hu tong 16 hao,xuan wu men
太平洋海底世界,68714695,航天桥,西三环中路11号中央广播电视塔下,Aquarium,116.306258,39.919084,tai ping yang hai di shi jie,xi san huan zhong lu 11 hao zhong yang guang bo dian shi ta xia,hang tian qiao
富国海底世界,65913398;65935263,三里屯/工体,三里屯街道工体南路工人体育场南门,Aquarium,116.446564,39.928001,fu guo hai di shi jie,san li tun jie dao gong ti nan lu gong ren ti yu chang nan men,san li tun / gong ti
北京石景山游乐园,88925159,古城/八角,石景山路25号,Amusement Park,116.208758,39.911978,bei jing shi jing shan you le yuan,shi jing shan lu 25 hao,gu cheng / ba jiao
中青旅遨游网（亚运村连锁店）,89192052,亚运村,慧忠里103号洛克时代B座1楼1010室,Travel Agency,116.406904,40.002225,zhong qing lv ao you wang （ ya yun cun lian suo dian ）,hui zhong li 103 hao luo ke shi dai B zuo 1 lou 1010 shi,ya yun cun
中国Travel Agency,8008107171,左家庄,曙光大厦C座2层,Travel Agency,116.451424,39.963604,zhong guo T r a v e l   A g e n c y,shu guang da sha C zuo 2 ceng,zuo jia zhuang
森林国际Travel Agency,57282825,牡丹园/北太平庄,北三环中路甲3号,Travel Agency,116.390312,39.969112,sen lin guo ji T r a v e l   A g e n c y,bei san huan zhong lu jia 3 hao,mu dan yuan / bei tai ping zhuang
中青旅遨游网,89192068,苏州桥,长春桥路万柳亿城中心A座1层101室,Travel Agency,116.302483,39.960297,zhong qing lv ao you wang,chang chun qiao lu wan liu yi cheng zhong xin A zuo 1 ceng 101 shi,su zhou qiao
中国妇女Travel Agency,186****3550,王府井/东单,灯市口大街50号好润大厦1-3层,Travel Agency,116.415413,39.918503,zhong guo fu nv T r a v e l   A g e n c y,deng shi kou da jie 50 hao hao run da sha 1 - 3 ceng,wang fu jing / dong dan
邮电国际Travel Agency,65098833,朝阳公园/团结湖,朝阳北路225号318室,Travel Agency,116.463913,39.923634,you dian guo ji T r a v e l   A g e n c y,zhao yang bei lu 225 hao 318 shi,zhao yang gong yuan / tuan jie hu
中国康辉Travel Agency,58690940;58690941,建外大街,东三环中路39号建外SOHO东区9号商铺9327室,Travel Agency,116.458321,39.906399,zhong guo kang hui T r a v e l   A g e n c y,dong san huan zhong lu 39 hao jian wai S O H O dong qu 9 hao shang pu 9327 shi,jian wai da jie
黄金假日旅行网,68589990,阜成门,阜外大街二号万通金融中心A座六层,Travel Agency,116.353951,39.922882,huang jin jia ri lv xing wang,fu wai da jie er hao wan tong jin rong zhong xin A zuo liu ceng,fu cheng men
港中旅,63574003,广内大街,广安门内大街338号港中旅大厦15楼,Travel Agency,116.353958,39.888901,gang zhong lv,guang an men nei da jie 338 hao gang zhong lv da sha 15 lou,guang nei da jie
中青旅遨游网,89192082,广外大街,广安门外大街305号西堤红山二区朝南底商1-29号,Travel Agency,116.334131,39.893311,zhong qing lv ao you wang,guang an men wai da jie 305 hao xi di hong shan er qu zhao nan di shang 1 - 29 hao,guang wai da jie
